app|big|mid|small|category|brand|item_name|market_price|sale_price|discount_price|date|item_specification|act
Home|家電|洗衣機|洗衣機功能|洗脫系列|LG 樂金|【LG 樂金】9+18公斤◆免曬衣乾衣機+WiFi滾筒洗衣機(蒸洗脫)◆冰磁白 (WR-90VW+WD-S18VCW)|null|77800|66420|20221204|品牌名稱LG樂金類型110V變頻單槽重量6kg~10kg16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地越南功能洗脫功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】三洋FT-SYL-5 洗衣機棉絮袋濾網(NP-014)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|TOSHIBA 東芝|【TOSHIBA 東芝】15公斤奈米泡泡變頻直驅馬達洗衣機AW-DUJ15WAG(SS)|null|25900|22792|20221204|品牌名稱TOSHIBA東芝類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地泰國功能洗脫功能 |12/01~12/31決戰雙12▼品牌限時加碼滿1件享88折|null
Home|家電|洗衣機|品牌旗艦館|LG樂金|LG 樂金|【LG 樂金】15公斤WiFi變頻直立式洗衣機(WT-D159MG)|22900|20900|18810|20221204|品牌名稱LG樂金類型110V變頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色黑色產地韓國功能洗脫功能 |null|null
Home|家電|洗衣機|品牌旗艦館|日立|HITACHI 日立|【HITACHI 日立】25KG溫水變頻洗衣機(SF250ZFV-SS)|34900|31900|29348|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量21kg~25kg內槽材質不鏽鋼+塑料顏色銀色產地泰國功能洗脫功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】17KG變頻溫水直立式洗衣機(NA-V170LM-L)|26900|24900|21912|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】19kg 雙科技直立式不鏽鋼變頻溫水洗衣機(NA-V190LMS)|null|27900|24552|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】18KG變頻滾筒洗脫烘洗衣機白色(NA-V180HDH-W)|69900|61800|54384|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地其他功能洗脫烘功能溫水洗淨 |null|null
Home|品牌旗艦|TECO東元|洗衣機/乾衣機|變頻洗衣機|TECO 東元|【TECO 東元】福利品★16公斤 FUZZY人工智慧全自動變頻直立式洗衣機(W1669XS)|15900|13754|13066|20221204|品牌名稱TECO東元類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地中國大陸功能洗脫功能 |12/0220:00~12/0508:00限時優惠!錯過優惠不再來滿1件享95折|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】19公斤變頻直立洗衣機(NA-V190MTS-S)|29900|24900|21912|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|蒸氣功能|Panasonic 國際牌|【Panasonic 國際牌】19KG滾筒洗脫烘炫亮銀洗衣機(NA-V190MDH-S)|79900|61900|54472|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色功能洗脫烘功能溫水洗淨蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】20公斤直立式變頻洗衣機(NA-V200LMS-S)|32900|29900|26312|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|冰箱|找容量|601L-800L|TATUNG 大同|【TATUNG 大同】變頻三門冰箱610L(TR-C1618VPN)|35900|34000|null|20221204|品牌名稱TATUNG大同類型三門右開變頻容量601L~800L顏色棕色/咖啡色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機類型|定頻系列|ZANWA 晶華|【ZANWA晶華】4.5KG定頻雙槽洗脫洗滌機/雙槽洗衣機/小洗衣機(ZW-158T)|5280|3680|null|20221204|品牌名稱ZANWA晶華類型110V定頻雙槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色紅色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】東芝/東元單槽TOB洗衣機棉絮袋濾網(NP-007)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|TATUNG 大同|【TATUNG 大同】20KG智慧控制變頻單槽洗衣機(TAW-B200DWD)|26900|23300|null|20221204|品牌名稱TATUNG大同類型110V變頻單槽重量16kg~20kg內槽材質全不鏽鋼顏色銀色產地泰國功能洗脫功能 |null|null
Home|家電|洗衣機|品牌旗艦館|SAMPO聲寶|SAMPO 聲寶|【SAMPO 聲寶】17公斤星愛情PICO PURE變頻直立洗衣機(ES-N17DP-R1)|22990|20990|null|20221204|品牌名稱SAMPO聲寶類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色金色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【鬆上】迷你洗衣機洗脫一體單桶半自動(110V)|3999|2799|2519|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|品牌旗艦|Panasonic國際牌|館長推薦|感恩有禮賞|Panasonic 國際牌|【Panasonic 國際牌】22公斤IOT智慧家電雙科技溫水洗淨變頻洗衣機-不鏽鋼(NA-V220LMS-S)|null|31900|28072|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量21kg~25kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|蒸氣功能|Panasonic 國際牌|【Panasonic 國際牌】17KG滾筒洗脫晶鑽白洗衣機(NA-V170MW-W)|49900|34900|30712|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色功能洗脫功能溫水洗淨蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|Kolin 歌林|【Kolin 歌林】12公斤單槽變頻全自動洗衣機(BW-12V05)|21900|11900|null|20221204|品牌名稱Kolin歌林類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機配件| |【Linksail】神奇奈米氣泡洗衣水管|1600|1580|null|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|滾筒洗衣機|品牌旗艦館|beko倍科|beko 倍科|【beko 倍科】8公斤 【0-90度溫水洗』冷凝式洗脫烘 變頻滾筒洗衣機(WDW85143)|54990|27888|null|20221204|品牌名稱beko倍科類型220V變頻單槽重量6kg~10kg內槽材質全不鏽鋼顏色白色產地土耳其功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】國際T.S小/東元/聲寶洗衣機棉絮袋濾網(NP-006)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】16公斤直立式變頻洗衣機(NA-V160LM-L)|26900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機容量|6-10公斤|TOSHIBA 東芝|【TOSHIBA 東芝】9公斤沖浪洗淨定頻直立洗衣機AW-J1000FG(WW)|null|10900|9592|20221204|品牌名稱TOSHIBA東芝類型110V定頻單槽重量6kg~10kg內槽材質全不鏽鋼顏色白色產地泰國功能洗脫功能 |12/01~12/31決戰雙12▼品牌限時加碼滿1件享88折|null
Home|家電|洗衣機|品牌旗艦館|日立|HITACHI 日立|【HITACHI 日立】12KG日製變頻直立洗脫烘洗衣機(BWDX120EJ-W)|54900|51900|47748|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地日本功能洗脫烘功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】16公斤變頻溫水洗脫直立式洗衣機—炫銀灰(NA-V160LM-L)|25900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】17公斤變頻洗脫直立式洗衣機—玫瑰金(NA-V170MT-PN)|22900|21900|19272|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色粉紅色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】NP-013 三洋 SYL-3 洗衣機專用濾網(卡式小)|299|189|170|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】16kg 雙科技直立式變頻溫水洗衣機(NA-V160LM)|null|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【SongSh】迷你洗衣機 110V小型一體家用全自動洗衣機(洗衣機)|2499|2288|null|20221204|品牌名稱產地中國大陸 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【OSLE】洗衣機 折疊洗衣機 便攜洗衣機  微型洗衣機 內衣洗衣機|1999|1497|1347|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|單槽脫水機|全系列| |【日虹】10kg超高速不鏽鋼槽沖脫水機-台灣製(RH-1010S)|4500|3680|null|20221204|品牌名稱重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色產地台灣 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|TECO 東元|【TECO 東元】12kg DD直驅變頻直立式洗衣機(W1239XG)|15900|11270|10931|20221204|品牌名稱TECO東元類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地中國大陸功能洗脫功能 |12/0220:00~12/0508:00限時最優惠↘驚喜價滿1件享97折|null
Home|家電|洗衣機|洗衣機功能|洗脫烘系列|Panasonic 國際牌|【Panasonic 國際牌】18公斤溫水變頻洗脫烘滾筒洗衣機(NA-V180HDH)|null|61800|54384|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地台灣功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機功能|蒸氣功能|LG 樂金|【LG 樂金】17公斤◆蒸氣變頻直立式洗衣機(WT-SD179HVG)|27900|25900|23310|20221204|品牌名稱LG樂金類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地韓國功能洗脫功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架|IRIS|【IRIS】木質簡易時尚洗衣機置物架 HSLR-695(木質/簡易/洗衣/置物/收納/層架/日本設計)|3550|2990|null|20221204|品牌名稱IRIS產地中國大陸 |null|null
Home|品牌旗艦|Panasonic國際牌|館長推薦|感恩有禮賞|Panasonic 國際牌|【Panasonic 國際牌】11公斤變頻直立式洗衣機(NA-V110LB-L)|null|15900|13992|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV】LG DD變頻洗衣機濾網(NP-025)|380|299|null|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |null|null
Home|家電|滾筒洗衣機|洗衣機容量|10公斤以下↓|Panasonic 國際牌|【Panasonic 國際牌】10.5公斤日本原裝溫水變頻滾筒洗衣機(NA-D106X3)|null|52900|46552|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地日本功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】20公斤變頻直立洗衣機(NA-V200LMS)|32900|29900|26312|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色黑色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】77x62x153cm白色不鏽鋼洗衣機抬高層架(SA-7762)|7300|7100|6390|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫系列|SAMSUNG 三星|【SAMSUNG 三星】16KG 泡泡淨系列 蒸洗脫烘變頻滾筒洗衣機(WD16T6000GW/TW)|40900|37900|null|20221204|品牌名稱SAMSUNG三星類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地越南功能洗脫功能蒸氣功能 |null|null
Home|品牌旗艦|BOSCH博世|再也不用看老天爺臉色|滾筒洗衣機|BOSCH 博世|【BOSCH 博世】10公斤活氧滾筒式洗衣機(WAX32LH0TC)|null|69900|62910|20221204|品牌名稱BOSCH博世類型220V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地德國功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機功能|溫水洗淨|Panasonic 國際牌|【Panasonic 國際牌】16公斤變頻溫水直立洗衣機(NA-V160LM-L)|31900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】394L一級能效變頻三門左開冰箱(RG41BL-GBW)|36900|34900|32108|20221204|品牌名稱HITACHI日立類型三門左開變頻容量351L~400L顏色棕色/咖啡色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|TECO 東元|【TECO 東元】16kg DD直驅變頻直立式洗衣機(W1669XS)|21000|15900|null|20221204|品牌名稱TECO東元類型110V變頻單槽重量16kg~20kg內槽材質全不鏽鋼顏色銀色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】NP-007 東芝/東元單槽 洗衣機專用濾網(TOB)|299|189|170|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】11公斤變頻直立洗衣機(NAV110LBS/NA-V110LBS)|22900|16900|14872|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】16公斤變頻溫水直立式洗衣機(NA-V160LM-L)|24900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|品牌旗艦館|惠而浦|Whirlpool 惠而浦|【Whirlpool 惠而浦】17公斤 Load & Go蒸氣洗變頻滾筒洗衣機(8TWFW6620HW)|47600|38862|null|20221204|品牌名稱Whirlpool惠而浦類型110V變頻單槽重量16kg~20kg內槽材質全不鏽鋼顏色白色產地美國功能洗脫功能溫水洗淨蒸氣功能 |null|null
Home|家電|滾筒洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】18公斤變頻滾筒溫水洗衣機(NA-V180HDH)|64800|61800|54384|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質全不鏽鋼顏色白色產地台灣功能洗脫烘功能 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【YouPin】手搖洗衣機 迷你小型脫水機 野外可攜式手搖洗菜 洗水果(洗衣機/脫水機)|1588|1299|1169|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|滾筒洗衣機|品牌旗艦館|日立|HITACHI 日立|【HITACHI 日立】12.5KG日製左開滾筒洗脫烘洗衣機(BDNV125FH-N)|80900|77900|71668|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地日本功能洗脫烘功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機配件|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】ZC-3M 螺絲型洗衣機進水管10尺/3米(進水管 出水管)|3399|259|233|20221204|品牌名稱Dr.AV聖岡科技產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】313L一級能效變頻右開雙門冰箱(RBX330-X)|30900|27900|25668|20221204|品牌名稱HITACHI日立類型雙門上下門右開變頻容量301L~350L顏色銀色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】東芝/東元TOB-3單槽洗衣機棉絮袋濾網三入組(NP-012-3)|548|348|313|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】77x77x9cm亮面不鏽鋼洗衣機墊高架(ST9-7777)|6900|6700|6030|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】17公斤雙科技變頻直立式洗衣機(NA-V170MT)|26900|21900|19272|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色金色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機過濾網】日立洗衣機濾網 大 S-05(3入組)|600|225|202|20221204|品牌名稱產地其他 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】71x71x12cm白色不鏽鋼洗衣機墊高架(STB12-7171)|5300|5100|4590|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
