app|big|mid|small|category|brand|item_name|market_price|sale_price|discount_price|date|item_specification|act
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】15公斤變頻直立洗衣機(NA-V150LMS)|27900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色黑色銀色產地台灣功能洗脫功能 |null|null
Home|品牌旗艦|TECO東元|洗衣機/乾衣機|變頻洗衣機|TECO 東元|【TECO 東元】福利品★14公斤 FUZZY人工智慧全自動變頻直立式洗衣機(W1469XS)|13900|11622|11040|20221204|品牌名稱TECO東元類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地中國大陸功能洗脫功能 |12/0220:00~12/0508:00限時優惠!錯過優惠不再來滿1件享95折|null
Home|品牌旗艦|SAMSUNG三星|生活家電|指定洗冰送好禮|SAMSUNG 三星|【SAMSUNG 三星】19KG Wi-Fi SmartThings 蒸洗脫烘變頻滾筒洗衣機(WD19T6500GV/TW)|62900|52900|null|20221204|品牌名稱SAMSUNG三星類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色黑色產地越南功能洗脫烘功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】71x71x9cm亮面不鏽鋼洗衣機墊高架(ST9-7171)|6600|6400|5760|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV】LG DD變頻洗衣機濾網(NP-025)|380|299|null|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |null|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】15公斤變頻溫水直立洗衣機(NA-V150LMS-S)|31900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|SHARP 夏普|【SHARP 夏普】12.5公斤變頻滾筒洗衣機(ES-FKS125WT)|null|22900|null|20221204|品牌名稱SHARP夏普類型110V變頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色黑色產地其他功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】2入組 LG DD變頻洗衣機濾網|599|379|341|20221204|品牌名稱Dr.AV聖岡科技產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】71x71x15cm亮面不鏽鋼洗衣機墊高架(ST15-7171)|7100|6900|6210|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|品牌旗艦|SAMSUNG三星|生活家電|指定洗冰送好禮|SAMSUNG 三星|【SAMSUNG 三星】16公斤貝殼手洗槽威力淨變頻洗衣機│奢華黑(WA16N6780CV)|22900|19900|null|20221204|品牌名稱SAMSUNG三星類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色黑色產地泰國功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|溫水洗淨|Frigidaire 富及第|【Frigidaire 富及第】10KG 蒸抗敏變頻滾筒洗脫烘洗衣機(FAW-F1002MID)|45900|19900|11900|20221204|品牌名稱Frigidaire富及第類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫烘功能溫水洗淨蒸氣功能 |12/01~12/31家電搶GO↘限時特賣滿1件折8000|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【SAFEBET】漂浮式洗衣機棉絮過濾袋/8入組(SFB-481)|899|449|404|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV】東元大同TS-1洗衣機濾網(NP-020)|250|147|null|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |5入裝 洗衣機漂浮過濾網 洗衣機過濾網 漂浮過濾網(清潔網 洗衣網 過濾網 過濾網袋)|276|230|207|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】19公斤變頻直立式洗衣機(NA-V190MT-PN)|25900|23900|21032|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色金色產地台灣功能洗脫功能 |null|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】394L一級能效變頻三門冰箱(RG41B-GPW)|36900|34900|32108|20221204|品牌名稱HITACHI日立類型三門右開變頻容量351L~400L顏色白色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|冰箱|品牌旗艦館|全商品|HITACHI 日立|【HITACHI 日立】615L一級能效日製六門變頻冰箱(RSF62NJ-SN)|79900|76900|70748|20221204|品牌名稱HITACHI日立類型六門對開變頻容量601L~800L顏色銀色效能1級能效 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|滾筒洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】18公斤變頻滾筒溫水洗衣機(NA-V180HDH)|64800|61800|55620|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地台灣功能洗脫烘功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫烘系列|Panasonic 國際牌|【Panasonic 國際牌】17KG變頻洗脫烘滾筒洗衣機(NA-V170MDH-W)|59900|53900|47432|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地台灣功能洗脫烘功能 |null|null
Home|家電|滾筒洗衣機|品牌旗艦館|beko倍科|beko 倍科|【beko 倍科】10公斤【0-90度溫水』洗脫 變頻滾筒洗衣機(WMY10148LI)|51990|27888|null|20221204|品牌名稱beko倍科類型220V變頻單槽重量6kg~10kg內槽材質全不鏽鋼顏色白色產地土耳其功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|TOSHIBA 東芝|【TOSHIBA 東芝】12公斤晶鑽鍍膜SDD變頻洗衣機AW-DME1200GG(WK)|null|21490|18911|20221204|品牌名稱TOSHIBA東芝類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地泰國功能洗脫功能 |12/01~12/31決戰雙12▼品牌限時加碼滿1件享88折|null
Home|家電|洗衣機|洗衣機容量|0-5公斤|TAIGA 大河|【TAIGA 大河】4.5KG全自動單槽洗脫直立式洗衣機(CB1066)|9900|5780|null|20221204|品牌名稱TAIGA大河類型110V定頻單槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|HITACHI 日立|【HITACHI 日立】12KG洗劑感測變頻洗衣機(BWV120FS-W)|21900|18900|17388|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|品牌旗艦|Electrolux伊萊克斯|熨燙生活|滾筒洗衣機|Electrolux 伊萊克斯|【Electrolux 伊萊克斯】歐規10公斤護色抗敏蒸氣洗脫變頻滾筒洗衣機(EWF1024BDWA)|46900|42900|null|20221204|品牌名稱Electrolux伊萊克斯類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地泰國功能洗脫功能溫水洗淨蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV】NP-003 國際雙槽洗衣機專用濾網(超值兩入組)|598|269|null|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】日立H.I大 洗衣機棉絮袋濾網(NP-008)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫烘系列|HITACHI 日立|【HITACHI 日立】12.5KG日製變頻右開滾筒洗脫烘洗衣機(BDNV125FHR-N)|81900|78900|72588|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色金色產地日本功能洗脫烘功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】17公斤直立式變頻洗衣機(NA-V170LMS-S)|28900|25900|22792|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫系列|LG 樂金|【LG 樂金】17+2.5公斤◆WiFi蒸洗脫烘TWINWash雙能洗洗衣機(WD-S17VBD+WT-D250HW)|null|73800|66420|20221204|品牌名稱LG樂金類型110V變頻單槽重量0kg~5kg16kg~20kg內槽材質全不鏽鋼顏色白色產地越南功能洗脫功能洗脫烘功能溫水洗淨蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機過濾網】SAMSUNG三星變頻 NP-026(1入組)|500|388|349|20221204|品牌名稱產地其他 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|Panasonic 國際牌|【Panasonic 國際牌】17公斤變頻直立洗衣機(NA-V170LM)|28900|24900|21912|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色銀色產地台灣功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫系列|Whirlpool 惠而浦|【Whirlpool 惠而浦】17公斤蒸氣洗變頻滾筒洗衣機+16KG桶裝瓦斯乾衣機(8TWFW8620HW+8TWGD5620HW)|null|85500|72150|20221204|品牌名稱Whirlpool惠而浦類型110V變頻單槽重量50kg以上內槽材質全不鏽鋼顏色白色產地美國功能洗脫功能溫水洗淨蒸氣功能 |null|null
Home|家電|洗衣機|品牌旗艦館|SAMPO聲寶|SAMPO 聲寶|【SAMPO 聲寶】13公斤經典系列定頻直立式洗衣機(ES-H13F-K1)|13900|11490|null|20221204|品牌名稱SAMPO聲寶類型110V定頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色棕色/咖啡色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機功能|溫水洗淨|Panasonic 國際牌|【Panasonic 國際牌】19公斤溫水泡洗淨洗脫滾筒洗衣機(NA-V190MW)|null|37900|34110|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|品牌旗艦|SHARP夏普|大型家電|洗衣機|SHARP 夏普|【SHARP 夏普】11公斤專利不鏽鋼無孔槽變頻直立式洗衣機(ES-ASF11T)|15900|14310|null|20221204|品牌名稱SHARP夏普類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【鬆上】迷你內衣洗衣機洗襪機抹布(分桶洗衣機/迷你洗衣機/攜帶式洗衣機)|3888|2899|2609|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|EDISON 愛迪生|【EDISON 愛迪生】都會型半自動5.8公斤洗/脫 迷你二合一洗滌機/洗衣機-粉紅蝴蝶結(洗衣機)|4980|2780|null|20221204|品牌名稱EDISON愛迪生類型110V定頻單槽重量0kg~5kg內槽材質不鏽鋼+塑料顏色桃色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機容量|6-10公斤|TOSHIBA 東芝|【TOSHIBA 東芝】10.5公斤沖浪洗淨 超微奈米泡泡DD變頻洗衣機(AW-DUK1150HG)|20900|19900|17512|20221204|品牌名稱TOSHIBA東芝類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |12/01~12/31決戰雙12▼品牌限時加碼滿1件享88折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】國際T.S小/東元/聲寶洗衣機棉絮袋濾網三入組(NP-006-3)|548|348|313|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】18KG洗脫烘變頻左開滾筒洗衣機(NA-V180HDH-S)|64800|61800|54384|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫烘功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|溫水洗淨|Panasonic 國際牌|【Panasonic 國際牌】日本製10.5公斤洗脫烘滾筒洗衣機(NA-D106X3WTW)|69900|52900|46552|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色白色產地日本功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】17公斤變頻直立洗衣機(NA-V170LMS)|29900|25900|22792|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色黑色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】三洋SYL小 洗衣機棉絮袋濾網(NP-010)|299|141|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機過濾網】東元、東芝共用洗衣機濾網  S-18(3入組)|600|225|202|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機周邊|洗衣機配件|Dr.AV 聖岡科技|【Dr.AV 聖岡科技】ZC-1.5M 洗衣機進水管 螺絲型(5尺/1.5米)|349|229|206|20221204|品牌名稱Dr.AV聖岡科技產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機功能|洗脫烘系列|Panasonic 國際牌|【Panasonic 國際牌】19公斤變頻溫水洗脫烘滾筒洗衣機(NA-V190MDH-S)|64900|61900|54472|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Panasonic 國際牌|【Panasonic 國際牌】16公斤變頻溫水洗脫烘滾筒式洗衣機—炫亮銀(NA-V160HDH-S)|51900|50900|44792|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫烘功能溫水洗淨 |null|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】16公斤直立式變頻洗衣機(NA-V160LMS-S)|27900|24900|21900|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件折3000|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】19公斤直立式變頻洗衣機(NA-V190LM-L)|29900|26900|23672|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【沃屋家居OH woo】加厚方管巨無霸8腳家電托架 升降款|1200|620|558|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|品牌旗艦|SAMPO聲寶|大型家電|洗/乾衣機|SAMPO 聲寶|【SAMPO 聲寶】17KG 變頻直立式洗衣機(ES-B17D)|19900|15900|null|20221204|品牌名稱SAMPO聲寶類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】東芝/東元TOB-2單槽洗衣機棉絮袋濾網(NP-011)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】夏普FT-SJ1洗衣機棉絮袋濾網(NP-016)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|SAMPO 聲寶|【SAMPO 聲寶】◆17公斤超震波變頻直立洗衣機(ES-N17DV-B1)|22990|22111|null|20221204|品牌名稱SAMPO聲寶類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色藍色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |米諾諾加厚無染洗衣機棉絮袋-大-2枚入x 3包|400|220|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】77x77x153cm白色不鏽鋼洗衣機抬高層架(SA-7777)|8700|8500|7650|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|品牌旗艦|SAMSUNG三星|生活家電|指定洗冰送好禮|SAMSUNG 三星|【SAMSUNG 三星】★237L 一級能效變頻右開雙門冰箱(RT22M4015S8)|18900|15900|null|20221204|品牌名稱SAMSUNG三星類型雙門上下門右開變頻容量201L~250L顏色銀色效能1級能效 |null|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|LG 樂金|【LG 樂金】17公斤◆WiFi第3代DD變頻直立式洗衣機 曜石黑(WT-D170MSG)|23900|22900|null|20221204|品牌名稱LG樂金類型110V變頻單槽重量16kg~20kg內槽材質全不鏽鋼顏色黑色產地韓國功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫系列|LG 樂金|【LG 樂金】9+19公斤◆免曬衣乾衣機+WiFi滾筒洗衣機(蒸洗脫)(WR-90VW+WD-S19VBW)|null|76800|69120|20221204|品牌名稱LG樂金類型110V變頻單槽重量6kg~10kg16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地越南功能洗脫功能蒸氣功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫系列|LG 樂金|【LG 樂金】13公斤◆WiFi蒸洗脫烘變頻滾筒洗衣機◆冰磁白(WD-S13VDW)|null|36900|33210|20221204|品牌名稱LG樂金類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地中國大陸功能洗脫功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】11公斤直立式變頻洗衣機(NA-V110LBS-S)|19900|16900|14872|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機過濾網】東芝洗衣機濾網 大 S-15(3入組)|600|225|202|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】22公斤變頻溫水直立洗衣機(NA-V220LMS-S)|34900|31900|28072|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量21kg~25kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|冰櫃/冷凍櫃|找款式|臥式|TATUNG 大同|【TATUNG 大同】208L臥式冷凍箱(TR-210FR)|10900|8000|null|20221204|品牌名稱TATUNG大同類型其他上掀冷凍櫃臥式容量201L~250L顏色白色功能手動除霜 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|HITACHI 日立|【HITACHI 日立】11.5KG 變頻日製左開滾筒洗衣機(BDSX115FJ-N)|71900|68900|63388|20221204|品牌名稱HITACHI日立類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色白色產地日本功能洗脫烘功能 |▼日立年終狂歡下殺▼滿1件享92折|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【樂沐】迷你小型脫水機 手搖洗衣機(洗脫兩用 甩乾器 洗衣機 脫水機)|1599|1374|1236|20221204|品牌名稱產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|品牌旗艦館|CHIMEI奇美|CHIMEI 奇美|【CHIMEI 奇美】13公斤直立式定頻洗衣機(WS-P1388S)|18400|16400|null|20221204|品牌名稱CHIMEI奇美類型110V定頻單槽重量11kg~15kg內槽材質全不鏽鋼顏色銀色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Whirlpool 惠而浦|【Whirlpool 惠而浦】12公斤 DD直驅變頻直立洗衣機(WV12DS)|18100|16500|14490|20221204|品牌名稱Whirlpool惠而浦類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地中國大陸功能洗脫功能 |限時促銷滿1件折2010|null
Home|家電|洗衣機|洗衣機容量|16-20公斤|Kolin 歌林|【Kolin 歌林】17公斤單槽全自動變頻直立式洗衣機-BW-17V03(送基本運送安裝+舊機回收)|19900|15252|14489|20221204|品牌名稱Kolin歌林類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地中國大陸功能洗脫功能 |12/01~12/31家電搶go潮▼限時下殺滿1件享95折|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】18KG洗脫變頻左開滾筒洗衣機(NA-V180HW-W)|40900|37900|33352|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色白色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機功能|蒸氣功能|LG 樂金|【LG 樂金】2.0公斤◆WiFi MiniWash蒸洗脫變頻迷你洗衣機 尊爵黑(WT-SD201AHB)|null|19900|null|20221204|品牌名稱LG樂金類型110V變頻單槽重量0kg~5kg內槽材質全不鏽鋼顏色黑色產地中國大陸功能洗脫功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機層架| |【DIY】77x77x16cm白色不鏽鋼洗衣機墊高架(STB16-7777)|5900|5700|5130|20221204|品牌名稱產地台灣 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|品牌旗艦館|國際牌|Panasonic 國際牌|【Panasonic 國際牌】17公斤雙科技變頻直立式洗衣機(NA-V170MTS)|27900|22900|20152|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|滾筒洗衣機|洗衣機功能|洗脫烘系列|Panasonic 國際牌|【Panasonic 國際牌】★福利品★16公斤溫水洗脫烘變頻滾筒洗衣機(NA-V160HDH-S)|null|50900|39900|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫烘功能溫水洗淨 |12/01~12/31精選促銷滿1件折11000|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網| |【洗衣機濾網】三洋SYL-1大洗衣機棉絮袋濾網(NP-009)|299|148|null|20221204|品牌名稱產地台灣 |null|null
Home|家電|洗衣機|洗衣機功能|洗脫系列|Panasonic 國際牌|【Panasonic 國際牌】17公斤變頻直立洗衣機(NA-V170MTS-S)|27900|22900|20152|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|TECO 東元|【TECO 東元】福利品★10kg DD直驅變頻直立式洗衣機(W1068XS)|8490|7774|7290|20221204|品牌名稱TECO東元類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色銀色產地中國大陸功能洗脫功能 |限時最優惠↘驚喜價滿1件折484|null
Home|家電|洗衣機|洗衣機類型|單槽洗衣機|Panasonic 國際牌|【Panasonic 國際牌】19公斤雙科技變頻直立式洗衣機(NA-V190MTS-S)|27900|24900|21912|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機周邊|洗衣機濾網|Dr.AV 聖岡科技|【Dr.AV】歌林大同東元金格TL-2洗衣機濾網(NP-021)|250|147|null|20221204|品牌名稱Dr.AV聖岡科技產地台灣 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】20公斤變頻溫水洗脫直立式洗衣機—不鏽鋼(NA-V200LMS-S)|31900|29900|26312|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量16kg~20kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能溫水洗淨 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|TATUNG 大同|【TATUNG 大同】15KG雙效洗淨變頻洗衣機(TAW-A150DC)|16900|16400|null|20221204|品牌名稱TATUNG大同類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地泰國功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機| |【SongSh】迷你洗衣機 110V小型一體家用全自動洗衣機(洗衣機)|2899|2299|null|20221204|品牌名稱產地中國大陸 |null|null
Home|品牌旗艦|SAMSUNG三星|生活家電|指定洗冰送好禮|SAMSUNG 三星|【SAMSUNG 三星】AirDresser AI衣管家電子衣櫥(DF60A8500CG/TW)|62900|44900|null|20221204|品牌名稱SAMSUNG三星類型110V變頻單槽重量6kg~10kg內槽材質不鏽鋼+塑料顏色灰色產地韓國功能蒸氣功能 |null|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】21KG變頻直立式洗衣機(NA-V210LMS-S)|32900|30900|27192|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量21kg~25kg內槽材質不鏽鋼+塑料顏色灰色產地台灣功能洗脫功能 |null|null
Home|家電|洗衣機|洗衣機類型|攜帶式洗衣機|Funtaitai|【Funtaitai】走到哪洗到哪渦輪式洗衣機(出差 宿舍必備)|1280|359|323|20221204|品牌名稱Funtaitai產地中國大陸 |12/01~12/31家電搶go潮▼限時下殺滿1件享9折|null
Home|家電|洗衣機|洗衣機類型|變頻系列|Panasonic 國際牌|【Panasonic 國際牌】11kg ECONAVI直立式不鏽鋼變頻洗衣機(NA-V110LBS)|null|16900|14872|20221204|品牌名稱Panasonic國際牌類型110V變頻單槽重量11kg~15kg內槽材質不鏽鋼+塑料顏色銀色產地台灣功能洗脫功能 |null|null
